dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,compile_fx.<locals>.bw_compiler
cuda,pytorch_struct,200,0.271388,1.162645,0.340523,1.883208,0.232111,0.136875,0.022297,1.073375
cuda,pytorch_unet,1,0.707577,2.896648,0.907037,4.253998,1.893828,0.867790,0.074612,2.302968
cuda,resnet18,16,0.577977,2.937675,0.877155,3.794035,1.686040,0.618669,0.071756,1.768351
cuda,resnet50,32,1.462255,4.468572,2.210557,5.931759,2.901213,1.247689,0.210776,4.044590
cuda,resnext50_32x4d,8,1.452970,4.032832,2.376198,5.746001,2.496787,1.258520,0.195672,4.190796
cuda,shufflenet_v2_x1_0,128,1.619698,5.712395,2.365993,8.340032,4.299727,2.033419,0.288115,5.316099
cuda,soft_actor_critic,256,0.138340,1.305072,0.070172,2.213980,0.071141,0.041240,0.006427,0.985091
cuda,speech_transformer,32,2.981379,9.134760,2.598336,13.468553,4.342615,1.932317,0.322117,7.059887
cuda,squeezenet1_1,32,0.296587,1.789492,0.362265,2.853946,0.969776,0.395629,0.040088,1.444329
cuda,timm_efficientdet,1,22.029805,19.303679,10.867669,30.712618,17.715406,5.650725,1.347000,22.696393
cuda,timm_efficientnet,32,2.466693,6.217770,2.610969,9.479966,5.035019,1.864500,0.306464,5.993688
cuda,timm_nfnet,128,2.667461,7.520825,5.807792,10.569353,6.232326,1.781827,0.256932,9.043356
cuda,timm_regnet,32,3.284014,5.911493,2.667297,8.627240,4.553652,1.611560,0.351085,5.835633
cuda,timm_resnest,32,0.838175,4.059479,1.466034,6.256097,3.103294,1.248934,0.100002,3.711571
cuda,timm_vision_transformer,8,1.400131,3.524266,2.374109,6.276033,2.678508,1.284625,0.200788,5.214025
cuda,timm_vision_transformer_large,8,4.682427,9.829182,6.755449,19.464238,10.336316,3.935066,1.121791,17.366029
cuda,timm_vovnet,32,1.879003,5.096060,1.952537,7.987712,4.020459,1.915041,0.166335,4.921789
cuda,tts_angular,64,0.147328,0.803275,0.045659,1.149799,0.027818,0.014458,0.001454,0.394149
cuda,vgg16,64,0.207184,1.574594,0.267967,2.431369,0.771319,0.281164,0.024033,1.135702
cuda,yolov3,16,3.759004,32.926814,4.541485,384.505416,16.616358,5.649778,0.357368,356.264408
