dev,suite,name,start_latency,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time
cuda,huggingface,BigBird,7.8402,1,64.0,75.0,5465.0,5535.0,0.9874,0.9709
cuda,huggingface,GPTNeoForSequenceClassification,7.7439,4,2.0,2.0,1275.0,1275.0,1.0,0.9993
cuda,huggingface,T5ForConditionalGeneration,7.7022,4,1.0,1.0,862.0,862.0,1.0,0.9986
cuda,huggingface,GPTNeoForCausalLM,7.6943,4,1.0,1.0,1285.0,1285.0,1.0,0.9995
cuda,huggingface,T5Small,7.689,1,1.0,1.0,854.0,854.0,1.0,0.9983
cuda,torchbench,hf_T5,7.2944,1,1.0,1.0,857.0,857.0,1.0,0.9981
cuda,timm_models,xcit_large_24_p8_224,6.7266,11,1.0,1.0,1267.0,1267.0,1.0,0.9992
cuda,timm_models,densenet121,6.612,128,13.0,13.0,565.0,571.0,0.9895,0.9959
cuda,timm_models,cspdarknet53,6.5776,64,1.0,1.0,305.0,305.0,1.0,0.998
cuda,huggingface,DebertaV2ForMaskedLM,6.5102,4,163.0,99.0,952.0,1039.0,0.9163,0.7856
cuda,huggingface,DebertaV2ForQuestionAnswering,6.4813,4,163.0,99.0,949.0,1031.0,0.9205,0.7842
cuda,huggingface,PegasusForConditionalGeneration,6.3521,8,7.0,7.0,1292.0,1296.0,0.9969,0.998
cuda,huggingface,XGLMForCausalLM,6.2992,4,4.0,4.0,1012.0,1013.0,0.999,0.9975
cuda,huggingface,M2M100ForConditionalGeneration,6.1592,4,7.0,7.0,1321.0,1324.0,0.9977,0.9975
cuda,timm_models,twins_pcpvt_base,6.0301,128,1.0,1.0,1065.0,1065.0,1.0,0.999
cuda,timm_models,nfnet_l0,5.8248,128,1.0,1.0,521.0,521.0,1.0,0.9986
cuda,timm_models,res2net101_26w_4s,5.7396,128,1.0,1.0,842.0,842.0,1.0,0.9992
cuda,timm_models,legacy_senet154,5.7134,64,1.0,1.0,979.0,979.0,1.0,0.9993
cuda,timm_models,poolformer_m36,5.5594,64,1.0,1.0,614.0,614.0,1.0,0.9985
cuda,huggingface,BlenderbotSmallForConditionalGeneration,5.5292,64,1.0,1.0,874.0,874.0,1.0,0.9984
cuda,huggingface,LayoutLMForMaskedLM,5.3115,16,1.0,1.0,453.0,453.0,1.0,0.9967
cuda,timm_models,gernet_l,5.3012,128,1.0,1.0,246.0,246.0,1.0,0.9976
cuda,huggingface,ElectraForCausalLM,5.2574,32,1.0,1.0,412.0,412.0,1.0,0.9969
cuda,huggingface,LayoutLMForSequenceClassification,5.2119,16,2.0,2.0,456.0,456.0,1.0,0.9962
cuda,huggingface,ElectraForQuestionAnswering,5.1924,64,1.0,1.0,406.0,406.0,1.0,0.9969
cuda,huggingface,RobertaForCausalLM,5.1795,64,1.0,1.0,422.0,422.0,1.0,0.9969
cuda,huggingface,RobertaForQuestionAnswering,5.1614,64,1.0,1.0,391.0,391.0,1.0,0.9974
cuda,huggingface,BertForQuestionAnswering,5.1607,64,1.0,1.0,413.0,413.0,1.0,0.9963
cuda,huggingface,BertForMaskedLM,5.1514,64,1.0,1.0,400.0,400.0,1.0,0.997
cuda,huggingface,CamemBert,5.089,1,1.0,1.0,404.0,404.0,1.0,0.9967
cuda,timm_models,rexnet_100,5.0375,128,1.0,1.0,362.0,362.0,1.0,0.9977
cuda,timm_models,repvgg_a2,5.0197,128,1.0,1.0,231.0,231.0,1.0,0.9969
