cuda,hf_Bert,4,2.672055,12.822821,6.214707,2.499274,10.153608,3.501617,1.540561,0.319391,0.755175,5.371016,7.299848
cuda,hf_DistilBert,8,1.184106,6.571062,3.103501,1.138193,5.361098,1.622721,0.813612,0.131935,2.160708,5.611957,1.846134
cuda,hf_GPT2,4,2.614395,10.782475,4.759942,2.213197,7.621799,3.347540,1.350377,0.247583,2.302108,7.472169,2.022699
cuda,hf_Longformer,2,8.783760,119.601984,104.491265,7.368801,110.553731,89.029975,4.500277,0.414790,18.702569,0.719163,32.485246
cuda,hf_Reformer,4,2.270830,8.972747,7.759477,0.755907,8.463945,1.178354,0.594694,0.051714,2.375656,3.163441,3.874038
cuda,hf_T5,8,3.418674,12.916568,5.240496,2.157892,8.674884,3.873274,1.462046,0.306220,2.720889,8.438621,2.220673
cuda,hf_T5_large,2,17.240089,50.335490,19.609131,8.849244,30.845751,17.046118,5.514371,2.514075,4.783925,25.370024,3.264231
cuda,lennard_jones,1000,0.106270,1.234334,0.951784,0.077099,1.497749,0.072855,0.046573,0.006635,0.126338,0.754063
cuda,mnasnet1_0,32,1.583551,12.677817,6.391907,2.600085,8.760367,3.849706,1.525517,0.215482,2.829736,7.895769,2.520304
cuda,mobilenet_v2,96,1.679492,13.363747,6.405272,2.839470,8.878109,4.194171,1.733298,0.233805,0.359313,5.785581
cuda,mobilenet_v3_large,32,1.735126,13.158948,6.245191,2.649750,9.649148,4.196747,1.677203,0.232601,31.156252,37.319461,30.902753
cuda,nvidia_deeprecommender,256,0.175076,1.601757,1.205593,0.132202,2.259495,0.124704,0.072213,0.010360,0.580112,1.772871,0.448632
cuda,pytorch_CycleGAN_and_pix2pix,1,0.668596,4.331693,2.068464,0.988915,4.535172,1.684954,0.822210,0.062339,0.160630,3.651109
cuda,pytorch_stargan,16,0.651189,5.997351,3.253624,0.969886,4.512492,1.241183,0.604644,0.060258,19.774840,29.295298,22.049050
cuda,pytorch_struct,200,0.290825,1.910880,1.222800,0.174320,2.647879,0.227305,0.131288,0.022388,0.000005,1.610898,15.401381
cuda,pytorch_unet,1,0.808340,6.412886,3.413871,1.188408,5.308182,2.105914,0.863778,0.086376,0.265154,3.394398
cuda,resnet152,32,4.890493,31.882202,11.961523,7.316180,15.908984,8.893641,3.303585,0.955698,2.944487,14.508770,2.110818
cuda,resnet18,16,0.669447,5.820902,3.395781,1.120901,4.620593,1.591236,0.650355,0.077910,2.848549,5.231765,2.653659
cuda,resnet50,32,1.656546,11.909805,5.338579,2.292318,7.742686,3.243487,1.616823,0.213927,2.873832,7.666506,2.570413
cuda,resnext50_32x4d,8,1.657145,11.243955,4.661609,2.202022,7.225648,3.125001,1.349047,0.200854,3.080321,7.945529,2.794707
cuda,shufflenet_v2_x1_0,128,1.866953,13.367872,6.272701,2.515013,9.210624,4.293451,2.163060,0.287946,0.341841,5.905948
cuda,soft_actor_critic,256,0.158174,1.809109,1.561622,0.067374,2.506120,0.068278,0.041194,0.006330,0.316986,1.334222
cuda,speech_transformer,32,3.262679,17.556482,9.364690,3.460864,13.488685,4.843821,2.199883,0.327356,0.157149,7.880654
cuda,squeezenet1_1,32,0.296860,3.176368,2.309186,0.507865,3.900189,1.515520,0.627561,0.044786,0.177710,2.292213
cuda,timm_efficientdet,1,13.744843,46.546102,19.533730,12.593904,34.488721,19.420806,5.635195,1.529243,34.508847,44.950431,62.512755
cuda,timm_efficientnet,32,2.769207,14.440086,6.833127,3.210363,10.556685,4.681782,1.954214,0.284394,37.009925,44.069745,36.685931
cuda,timm_nfnet,128,3.029910,12.279334,4.744268,3.396176,10.945731,4.654261,1.705203,0.263344,1.094413,10.813062,0.667687
cuda,timm_regnet,32,3.545265,15.331134,6.099765,3.238425,9.287702,4.440398,1.675794,0.334565,20.989627,27.557428,20.454061
cuda,timm_resnest,32,0.962728,8.847733,5.508731,1.506661,9.029091,3.566411,1.374158,0.100597,31.218415,43.015606,36.295302
cuda,timm_vision_transformer,8,1.534765,9.084333,4.273068,1.718554,10.331368,2.892365,1.353292,0.216565,11.846997,15.215734,19.727729
cuda,timm_vision_transformer_large,8,5.049724,27.261482,11.378006,6.339624,29.260871,9.485811,5.130313,1.239873,10.750331,11.161347,35.230010
cuda,timm_vovnet,32,2.009748,10.075877,5.161538,1.923732,8.537430,3.800221,1.746655,0.158454,2.673031,8.047050,2.416986
cuda,tts_angular,64,0.114936,1.048466,0.942306,0.045645,1.439217,0.025714,0.014043,0.001605,0.101175,0.645835
cuda,vgg16,64,0.202448,2.407717,1.820203,0.322708,2.938151,0.862429,0.365089,0.027223,0.230187,1.681053
cuda,yolov3,16,2.781254,18.483674,8.679261,3.614820,12.760354,6.484647,2.347799,0.345396,0.547269,8.387990
