dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,PegasusForConditionalGeneration,32,6.162112,11.841096,6.035195,19.272562,7.975115,3.648980,0.807289,2.510843,0.659061,16.226021
cuda,RobertaForCausalLM,16,2.917149,5.650032,2.359676,8.107599,3.511313,1.454929,0.284764,0.617446,0.713811,5.533515
cuda,RobertaForQuestionAnswering,16,2.880213,4.977553,2.288701,7.231441,3.384470,1.412167,0.280402,0.284726,4.924103
cuda,Speech2Text2ForCausalLM,256,1.296286,5.221619,1.028297,7.616737,1.731543,0.713892,0.106760,1.412049,1.164105,4.885795
cuda,T5ForConditionalGeneration,4,3.569994,6.943259,3.043358,10.336158,4.058667,1.491217,0.273486,2.251058,5.611809,8.812799
cuda,T5Small,4,3.537421,7.049000,3.070982,10.482215,4.062532,1.501997,0.276520,2.288253,5.650418,8.918027
cuda,TrOCRForCausalLM,32,2.326878,5.849091,2.223614,9.132444,3.258265,1.395979,0.265911,1.137793,1.123767,6.737924
cuda,XGLMForCausalLM,8,4.931598,11.298872,6.262171,17.321395,7.186969,2.869452,0.754771,4.271935,31.403762,16.767047
cuda,XLNetLMHeadModel,8,6.695578,82.225422,8.348232,85.667905,76.812282,3.219111,0.792870,7.970299,12.084703
cuda,YituTechConvBert,16,4.160475,8.100006,4.471871,13.092307,4.958447,2.163327,0.462850,6.229622,9.888152,15.845370
