dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,DistilBertForQuestionAnswering,256,1.217485,3.314734,1.232331,5.175819,1.797474,0.832747,0.118651,0.807600,4.116518,0.549054
cuda,DistillGPT2,16,1.299545,4.160371,1.078396,6.291242,1.905398,0.806956,0.111787,2.179319,2.349190,5.436800
cuda,ElectraForCausalLM,32,3.045504,7.074251,2.675510,10.611914,3.728770,1.600640,0.292781,3.307575,2.572916,9.635271
cuda,ElectraForQuestionAnswering,64,2.967235,5.367059,2.650011,7.854847,3.572600,1.533098,0.286623,1.740577,6.989348,1.340894
cuda,GPT2ForSequenceClassification,4,2.645865,4.915171,2.085274,7.888095,3.512122,1.435236,0.255888,1.713050,6.864875,1.413072
cuda,LayoutLMForMaskedLM,16,3.279242,5.534036,2.687211,8.251391,3.646847,1.550193,0.300231,1.826690,7.344699,1.443496
cuda,LayoutLMForSequenceClassification,16,3.228883,5.276877,2.626080,9.205532,4.255395,1.770920,0.289122,6.468462,13.132641,6.039039
cuda,M2M100ForConditionalGeneration,16,5.829888,12.134530,4.223799,20.378987,7.868887,3.441381,0.746601,4.709958,11.442633,17.407618
cuda,MBartForCausalLM,4,2.292527,6.790657,2.495219,10.114536,3.655834,1.436359,0.289801,2.222901,2.318811,8.148496
cuda,MBartForConditionalGeneration,2,6.351371,12.454477,5.727894,19.633718,9.388519,3.580215,1.117855,0.936138,0.582637,14.126536
cuda,MT5ForConditionalGeneration,16,5.281357,9.370580,3.708440,15.744254,6.486761,2.195356,0.492162,4.352760,19.793066,14.620440
cuda,MegatronBertForCausalLM,4,5.735282,9.921350,5.361524,14.931187,7.739077,3.034635,0.861106,1.230376,11.826099,0.395086
cuda,MegatronBertForQuestionAnswering,8,5.680658,9.864861,5.297962,14.779088,7.686459,2.981022,0.850327,1.351641,11.786298,0.521991
cuda,MobileBertForMaskedLM,64,13.676903,10.701064,6.293586,24.862186,14.048423,5.024833,2.845125,3.086233,23.925416,1.731712
cuda,MobileBertForQuestionAnswering,128,13.601547,10.733928,7.422507,25.650350,14.047338,5.571124,3.139756,2.613609,25.345120,1.000471
cuda,OPTForCausalLM,2,2.350297,5.893497,1.951633,9.213132,3.823341,1.571128,0.268834,2.519511,2.460782,8.070937
cuda,PLBartForCausalLM,8,1.227908,4.602714,1.444634,6.659044,1.730649,0.817092,0.117439,1.347231,1.519250,4.903718
cuda,PLBartForConditionalGeneration,4,3.293057,7.650824,3.073981,11.960965,4.543147,1.980219,0.397246,2.694444,2.697348,10.218898
cuda,PegasusForCausalLM,32,2.324616,6.701952,2.502366,10.637140,3.748972,1.532541,0.298160,2.790139,2.482118,9.336464
cuda,PegasusForConditionalGeneration,32,6.053867,12.237152,5.641095,20.043831,8.853536,3.731814,0.819881,2.475379,0.652501,16.197792
cuda,RobertaForCausalLM,16,2.895970,6.118912,2.679410,8.528741,3.671494,1.549919,0.292746,0.744305,0.703443,5.945785
cuda,RobertaForQuestionAnswering,16,2.904509,5.358723,2.586169,7.554214,3.530788,1.518366,0.284525,0.420724,5.313213
cuda,Speech2Text2ForCausalLM,256,1.246303,5.201963,0.864202,7.745797,1.675986,0.732556,0.111882,1.487896,1.351590,4.943927
cuda,T5ForConditionalGeneration,4,3.547226,7.182170,2.298510,11.289199,4.521827,1.583436,0.296010,3.118418,6.495534,9.648863
cuda,T5Small,4,3.516485,7.071521,2.294143,11.161797,4.532803,1.593839,0.299500,2.938977,6.303709,9.449988
cuda,TrOCRForCausalLM,32,2.286756,6.257337,2.399850,9.691213,3.670158,1.499752,0.281185,1.324421,1.317663,7.264187
cuda,XGLMForCausalLM,8,4.790198,11.908891,6.223972,17.738761,7.433532,2.975979,0.785727,4.625262,32.151466,16.910139
cuda,XLNetLMHeadModel,8,6.727095,85.917540,6.353688,92.449424,10.546556,75.965850,0.912240,8.031128,13.620465
